cblaster search
===============
GCA_000002655
=============
CM000172.1
----------
Cluster 1, score 28.3115:
Query         Subject       Identity  Coverage  E-value    Bitscore  Start    End      Strand
AFUA_4G14550  CNMCM6457_006408  84.8      99.1      1.83e-257  710       322334  323707  -     
AFUA_4G14560  CNMCM6457_006409  91.6      100       0          3274      324017  329562  -     


GCA_012656325
=============
JAAAPV010000095.1
-----------------
Cluster 31, score 14.7467:
Query         Subject           Identity  Coverage  E-value    Bitscore  Start   End     Strand
AFUA_4G14560  CNMCM5878_010292  91.7      100       0          3275      83493   89038   +     
AFUA_4G14550  CNMCM5878_010293  84.5      99.1      2.13e-256  707       89348   90721   +     
AFUA_4G14540  CNMCM5878_010294  85.4      100       1.01e-242  669       92060   93251   +     
AFUA_4G14530  CNMCM5878_010295  94.2      100       9.95e-162  450       93330   94008   -     
AFUA_4G14520  CNMCM5878_010296  91.2      99.2      3.93e-177  492       94371   95181   -     
AFUA_4G14480  CNMCM5878_010300  86.4      100       3.93e-93   271       102032  102593  +     
AFUA_4G14460  CNMCM5878_010301  91.2      100       7.41e-220  605       102998  103958  +     
AFUA_4G14450  CNMCM5878_010302  96.4      100       0          998       104303  105812  -     


GCA_012656335
=============
JAAAPU010000023.1
-----------------
Cluster 32, score 15.8991:
Query         Subject           Identity  Coverage  E-value    Bitscore  Start   End     Strand
AFUA_4G14570  CNMCM8927_004077  88.3      79.1      9.07e-204  588       121859  124905  -     
AFUA_4G14580  CNMCM8927_004077  94        100       0          922       121859  124905  -     
AFUA_4G14560  CNMCM8927_004078  91.6      99.5      0          3257      125298  132526  +     
AFUA_4G14540  CNMCM8927_004079  84.3      100       2.27e-239  660       133994  135185  +     
AFUA_4G14530  CNMCM8927_004080  93.8      100       1.65e-160  447       135268  135946  -     
AFUA_4G14520  CNMCM8927_004081  90.8      99.2      1.25e-174  486       136317  137139  -     
AFUA_4G14510  CNMCM8927_004082  91.8      100       5.34e-199  549       137772  138789  +     
AFUA_4G14500  CNMCM8927_004083  88.3      100       1.19e-291  797       139029  140367  -     
AFUA_4G14470  CNMCM8927_004085  93.7      100       6.31e-98   282       143262  143809  -     
AFUA_4G14460  CNMCM8927_004086  88.7      100       5.59e-215  592       145049  146009  +     
AFUA_4G14450  CNMCM8927_004087  96.8      100       0          999       146364  147873  -     


GCA_012656375
=============
JAAAPT010000078.1
-----------------
Cluster 33, score 15.5723:
Query         Subject           Identity  Coverage  E-value    Bitscore  Start  End    Strand
AFUA_4G14450  CNMCM8694_008576  96.8      100       0          999       44648  46157  +     
AFUA_4G14460  CNMCM8694_008577  88.7      100       5.59e-215  592       46512  47472  -     
AFUA_4G14480  CNMCM8694_008578  87.7      100       3.37e-94   274       47876  48438  -     
AFUA_4G14500  CNMCM8694_008580  88.3      100       4.84e-291  795       52154  53492  +     
AFUA_4G14510  CNMCM8694_008581  91.8      100       5.34e-199  549       53732  54749  -     
AFUA_4G14520  CNMCM8694_008582  90.8      99.2      1.25e-174  486       55382  56204  +     
AFUA_4G14530  CNMCM8694_008583  93.8      100       1.65e-160  447       56575  57253  +     
AFUA_4G14540  CNMCM8694_008584  84.1      100       9.24e-239  659       57336  58527  -     
AFUA_4G14570  CNMCM8694_008586  88.3      79.1      9.07e-204  588       67616  70662  +     
AFUA_4G14580  CNMCM8694_008586  94        100       0          922       67616  70662  +     


GCA_012656395
=============
JAAAPS010000021.1
-----------------
Cluster 34, score 15.5346:
Query         Subject           Identity  Coverage  E-value    Bitscore  Start   End     Strand
AFUA_4G14580  CNMCM8060_003785  94        100       0          922       121843  124889  -     
AFUA_4G14530  CNMCM8060_003788  93.8      100       1.65e-160  447       135252  135930  -     
AFUA_4G14520  CNMCM8060_003789  90.8      99.2      1.25e-174  486       136301  137123  -     
AFUA_4G14510  CNMCM8060_003790  91.8      100       5.34e-199  549       137756  138773  +     
AFUA_4G14500  CNMCM8060_003791  88.3      100       4.84e-291  795       139013  140351  -     
AFUA_4G14470  CNMCM8060_003793  93.7      100       6.31e-98   282       143246  143793  -     
AFUA_4G14480  CNMCM8060_003794  87.7      100       3.37e-94   274       144067  144629  +     
AFUA_4G14460  CNMCM8060_003795  88.7      100       5.59e-215  592       145033  145993  +     
AFUA_4G14450  CNMCM8060_003796  96.8      100       0          999       146348  147857  -     


GCA_012656435
=============
JAAAPP010000066.1
-----------------
Cluster 35, score 9.8384:
Query         Subject           Identity  Coverage  E-value    Bitscore  Start   End     Strand
AFUA_4G14580  CNMCM6069_007936  94        100       0          922       122023  125069  -     
AFUA_4G14560  CNMCM6069_007937  91.7      99.5      0          3258      125462  132690  +     
AFUA_4G14540  CNMCM6069_007938  84.3      100       2.27e-239  660       134158  135349  +     
AFUA_4G14510  CNMCM6069_007941  91.8      100       5.34e-199  549       137936  138953  +     
AFUA_4G14500  CNMCM6069_007942  88.5      100       1.45e-292  799       139193  140531  -     
AFUA_4G14490  CNMCM6069_007943  91        100       0          1197      141040  143974  -     
AFUA_4G14450  CNMCM6069_007945  96.8      100       0          999       146536  148045  -     


GCA_012656445
=============
JAAAPR010000012.1
-----------------
Cluster 36, score 11.4417:
Query         Subject           Identity  Coverage  E-value    Bitscore  Start   End     Strand
AFUA_4G14580  CNMCM7927_001269  94        100       0          922       121853  124899  -     
AFUA_4G14510  CNMCM7927_001274  91.8      100       5.34e-199  549       137766  138783  +     
AFUA_4G14500  CNMCM7927_001275  88.5      100       1.45e-292  799       139023  140361  -     
AFUA_4G14470  CNMCM7927_001277  93.7      100       6.31e-98   282       143256  143803  -     
AFUA_4G14480  CNMCM7927_001278  87.7      100       3.37e-94   274       144077  144639  +     
AFUA_4G14460  CNMCM7927_001279  88.7      100       5.59e-215  592       145043  146003  +     
AFUA_4G14450  CNMCM7927_001280  96.8      100       0          999       146358  147867  -     


GCA_012656455
=============
JAAAPQ010000030.1
-----------------
Cluster 37, score 7.4203:
Query         Subject           Identity  Coverage  E-value    Bitscore  Start   End     Strand
AFUA_4G14450  CNMCM6936_005335  96.8      100       0          999       107097  108606  +     
AFUA_4G14490  CNMCM6936_005337  91        100       0          1197      111178  114112  +     
AFUA_4G14500  CNMCM6936_005338  88.3      100       5.89e-292  798       114621  115959  +     
AFUA_4G14510  CNMCM6936_005339  91.8      100       5.34e-199  549       116199  117216  -     
AFUA_4G14540  CNMCM6936_005342  84.3      100       2.27e-239  660       119803  120994  -     


GCA_014281895
=============
JACBAE010001353.1
-----------------
Cluster 38, score 2.1738:
Query         Subject           Identity  Coverage  E-value    Bitscore  Start  End    Strand
AFUA_4G14490  CNMCM5623_007726  86.8      99.3      0          1145      51060  54015  -     
AFUA_4G14460  CNMCM5623_007728  88.7      100       3.93e-215  593       55174  56134  +     


GCA_016748045
=============
WHVT01000002.1
--------------
Cluster 39, score 12.8421:
Query         Subject       Identity  Coverage  E-value    Bitscore  Start    End      Strand
AFUA_4G14460  GB937_001235  92.2      100       1.56e-222  618       1684451  1686305  -     
AFUA_4G14480  GB937_001235  92        100       3.48e-93   283       1684451  1686305  -     
AFUA_4G14490  GB937_001223  92.4      100       0          1208      1686569  1689488  +     
AFUA_4G14500  GB937_001264  91.9      100       8.96e-303  825       1690004  1691342  +     
AFUA_4G14510  GB937_001288  95.4      100       5.81e-203  559       1691591  1692609  -     
AFUA_4G14520  GB937_001276  94.6      99.2      4.43e-184  510       1693210  1694032  +     
AFUA_4G14530  GB937_001277  94.2      100       3.47e-162  451       1694403  1695081  +     
AFUA_4G14550  GB937_001282  87.9      98.6      5.14e-243  734       1695162  1704985  -     
AFUA_4G14560  GB937_001282  93.6      99.5      0          3315      1695162  1704985  -     
AFUA_4G14580  GB937_001274  95.4      100       0          935       1705350  1708400  +     


GCA_018340605
=============
BHVY01000001.1
--------------
Cluster 40, score 2.1176:
Query         Subject        Identity  Coverage  E-value    Bitscore  Start   End     Strand
AFUA_4G14460  Asppvi_000078  89        100       1.95e-215  593       214498  215458  -     
AFUA_4G14570  Asppvi_000088  86.7      80.5      2.07e-209  583       234432  235453  +     
