cblaster search
===============
AB196490
========
AB196490.1
----------
Cluster 1, score 37.0897:
Query       Subject     Identity  Coverage  E-value    Bitscore  Start  End    Strand
AAS90086.1  AARAC_001510  97.1      100       2.32e-293  801       225530  226865  +     
AAS90085.1  AARAC_001511  95.8      100       0          3751      228310  234156  -     
AAS90071.1  AARAC_001512  96.6      100       0          3147      234484  240075  +     
AAS90070.1  AARAC_001513  97.8      98.9      1.73e-184  516       241069  243499  -     
AAS90069.1  AARAC_001515  97.1      100       0          1001      252281  254307  -     


GCA_003709025
=============
QQZZ01000099.1
--------------
Cluster 28, score 39.2133:
Query       Subject      Identity  Coverage  E-value    Bitscore  Start    End      Strand
AAS90089.1  CA14_007479  99.2      100       0          1016      1209060  1210661  +     
AAS90084.1  CA14_007480  99.2      100       1.71e-195  540       1210943  1211816  +     
AAS90083.1  CA14_007481  96.1      97.6      0          1174      1211916  1213894  -     
AAS90082.1  CA14_007482  98        100       0          1026      1214440  1216089  +     
AAS90081.1  CA14_007484  99.2      100       0          1088      1219133  1221084  -     
AAS90087.1  CA14_007485  97.8      100       7.65e-304  825       1222330  1223817  +     
AAS90080.1  CA14_007486  94.6      100       1.5e-271   741       1225097  1226431  +     
AAS90090.1  CA14_007487  89.7      100       5.76e-178  496       1226604  1227453  +     
AAS90079.1  CA14_007489  97.6      100       0          989       1228365  1230027  +     
AAS90078.1  CA14_007490  99.4      100       0          1016      1230394  1231986  +     
AAS90077.1  CA14_007492  97.4      100       0          991       1233040  1234744  -     
AAS90074.1  CA14_007495  100       100       4.15e-295  801       1237317  1238602  -     
AAS90075.1  CA14_007496  99.7      98.4      6.67e-236  645       1238782  1239894  -     
AAS90073.1  CA14_007498  95.5      95.7      3.77e-178  496       1240675  1241650  -     
AAS90072.1  CA14_007499  98.9      100       9.7e-305   829       1242039  1243669  -     
AAS90086.1  CA14_007500  99.8      100       1.43e-303  827       1244407  1245742  +     
AAS90085.1  CA14_007501  98.8      100       0          3820      1247011  1252858  -     
AAS90071.1  CA14_007502  99.9      100       0          3255      1253233  1258692  +     
AAS90070.1  CA14_007503  99.6      100       9.96e-194  535       1259996  1260986  -     
AAS90069.1  CA14_007506  99.1      100       0          1023      1270643  1273073  -     


GCA_009017415
=============
CP044620.1
----------
Cluster 29, score 42.3489:
Query       Subject        Identity  Coverage  E-value    Bitscore  Start    End      Strand
AAS90089.1  F9C07_7791     99.8      100       0          1021      5034560  5036161  +     
AAS90084.1  F9C07_2105729  100       100       2.53e-197  544       5036443  5037316  +     
AAS90083.1  F9C07_2202364  96.1      97.6      0          1172      5037416  5039328  -     
AAS90082.1  F9C07_7794     99.8      100       0          1045      5039940  5041589  +     
AAS90088.1  F9C07_7795     100       100       0          1286      5041987  5044154  -     
AAS90081.1  F9C07_7796     100       100       0          1099      5044455  5046816  -     
AAS90087.1  F9C07_2282808  97.6      100       3.12e-303  824       5047697  5049582  +     
AAS90080.1  F9C07_7798     94.6      100       1.5e-271   741       5050595  5051929  +     
AAS90090.1  F9C07_2231779  89.7      100       5.76e-178  496       5052102  5052951  +     
AAS90079.1  F9C07_7801     97.6      100       0          989       5053863  5055525  +     
AAS90078.1  F9C07_2282812  99.2      100       0          1014      5055829  5057484  +     
AAS90077.1  F9C07_7804     97.4      100       0          991       5058538  5060242  -     
AAS90076.1  F9C07_2282816  99.6      100       1.71e-185  513       5060965  5062101  -     
AAS90074.1  F9C07_2282817  100       100       4.15e-295  801       5062101  5064155  -     
AAS90075.1  F9C07_2282818  99.7      100       1.87e-240  656       5064155  5065522  -     
AAS90072.1  F9C07_7810     98.6      100       5.61e-304  827       5067715  5069167  -     
AAS90086.1  F9C07_7811     99.8      100       1.43e-303  827       5069905  5071240  +     
AAS90085.1  F9C07_7812     99.7      100       0          3830      5072509  5078356  -     
AAS90071.1  F9C07_1482337  99.9      100       0          3255      5078544  5085108  +     
AAS90070.1  F9C07_7814     99.6      100       1.93e-193  535       5084855  5095030  +     
AAS90069.1  F9C07_2154542  99.1      100       0          1023      5095610  5098667  -     


GCA_009176375
=============
ML734665.1
----------
Cluster 30, score 31.9614:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start  End    Strand
AAS90070.1  BDV35DRAFT_384103  100       72.7      1.38e-137  394       43014  44940  +     
AAS90071.1  BDV35DRAFT_29384   99.2      100       0          3235      45804  51506  -     
AAS90085.1  BDV35DRAFT_400157  99.4      100       0          3821      52094  58510  +     
AAS90086.1  BDV35DRAFT_29471   99.3      100       5.59e-301  820       59064  60920  -     
AAS90072.1  BDV35DRAFT_29476   97.7      100       4.41e-301  820       60623  63022  +     
AAS90073.1  BDV35DRAFT_384108  98.9      97.5      6.42e-189  535       63302  66061  +     
AAS90075.1  BDV35DRAFT_384108  97.1      99.7      8.18e-226  630       63302  66061  +     
AAS90074.1  BDV35DRAFT_29698   98.7      100       1.89e-291  791       66206  67957  +     
AAS90076.1  BDV35DRAFT_29656   99.6      100       1.71e-185  513       68291  69465  +     
AAS90078.1  BDV35DRAFT_400161  98.5      94.7      0          957       72760  76628  -     
AAS90079.1  BDV35DRAFT_400161  98        98.4      0          978       72760  76628  -     
AAS90090.1  BDV35DRAFT_384113  98.2      100       2e-194     537       77520  78369  -     
AAS90080.1  BDV35DRAFT_29731   99        100       3.22e-282  768       78536  80039  -     
AAS90087.1  BDV35DRAFT_400163  97        100       1.6e-305   830       81144  82631  -     
AAS90081.1  BDV35DRAFT_400164  96.8      100       0          1072      83876  85827  +     
AAS90088.1  BDV35DRAFT_384117  99.7      100       0          1283      86341  88328  +     
AAS90082.1  BDV35DRAFT_396854  99.4      100       0          1042      88871  90520  -     
AAS90083.1  BDV35DRAFT_396855  95.4      97.6      0          1165      91068  93048  +     
AAS90084.1  BDV35DRAFT_396856  94.4      100       1.75e-178  515       93148  95901  -     
AAS90089.1  BDV35DRAFT_396856  91.2      100       0          915       93148  95901  -     


GCA_009176385
=============
ML734987.1
----------
Cluster 31, score 32.0024:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start  End    Strand
AAS90069.1  BDV34DRAFT_198446  98.3      100       0          1009      19477  22091  +     
AAS90071.1  BDV34DRAFT_214359  97.8      100       0          3190      33889  39034  -     
AAS90085.1  BDV34DRAFT_127137  98.4      100       0          3786      39553  45699  +     
AAS90086.1  BDV34DRAFT_127154  98.2      100       2.96e-296  808       46744  48582  -     
AAS90072.1  BDV34DRAFT_127160  97.7      100       1.08e-301  822       48863  50814  +     
AAS90073.1  BDV34DRAFT_214363  98.9      95.7      6.55e-184  522       51096  53853  +     
AAS90075.1  BDV34DRAFT_214363  95.7      97.1      1.4e-219   614       51096  53853  +     
AAS90074.1  BDV34DRAFT_236232  98.5      100       1.09e-290  790       54105  55481  +     
AAS90076.1  BDV34DRAFT_236234  99.6      100       1.71e-185  513       56221  57142  +     
AAS90077.1  BDV34DRAFT_227034  93.7      99.8      0          957       58001  59705  +     
AAS90078.1  BDV34DRAFT_236238  96        97        0          961       60643  64999  -     
AAS90090.1  BDV34DRAFT_236242  87.9      100       3.4e-173   484       65275  66133  -     
AAS90080.1  BDV34DRAFT_198479  94.3      100       6.12e-271  739       66243  67832  -     
AAS90087.1  BDV34DRAFT_236245  97.1      100       2.99e-301  819       68923  70449  -     
AAS90081.1  BDV34DRAFT_236249  96.8      100       0          1067      71404  73827  +     
AAS90088.1  BDV34DRAFT_236252  98.6      100       0          1272      74222  76322  +     
AAS90082.1  BDV34DRAFT_236254  97.6      100       0          1022      76773  78422  -     
AAS90083.1  BDV34DRAFT_214375  92.9      100       0          1171      78976  80790  +     


GCA_009176395
=============
ML734338.1
----------
Cluster 32, score 12.5741:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start  End    Strand
AAS90089.1  BDV32DRAFT_98388   90.3      99        0          926       54064  56178  +     
AAS90084.1  BDV32DRAFT_129418  92.2      100       2.31e-181  503       56206  57123  +     
AAS90083.1  BDV32DRAFT_98616   90        99.7      0          1125      57193  59612  -     
AAS90078.1  BDV32DRAFT_129463  93.1      100       0          960       75684  77688  +     
AAS90077.1  BDV32DRAFT_141401  92.7      99.8      0          948       78714  80432  -     
AAS90076.1  BDV32DRAFT_141402  98.9      100       2e-184     510       81290  82194  -     
AAS90074.1  BDV32DRAFT_141403  95.6      100       1.87e-282  769       83021  84307  -     


GCA_009176405
=============
ML733438.1
----------
Cluster 33, score 32.7793:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start   End     Strand
AAS90084.1  BDV33DRAFT_231532  91.4      96.2      2.57e-164  476       133054  135817  +     
AAS90089.1  BDV33DRAFT_231532  95.6      94.8      0          923       133054  135817  +     
AAS90083.1  BDV33DRAFT_191944  94.1      100       0          1181      136083  137897  -     
AAS90082.1  BDV33DRAFT_204394  98.8      100       0          1030      138449  140098  +     
AAS90088.1  BDV33DRAFT_191946  98.8      100       0          1273      140665  142650  -     
AAS90081.1  BDV33DRAFT_191947  96.8      100       0          1070      143165  145111  -     
AAS90087.1  BDV33DRAFT_191948  94.8      100       9.47e-298  810       146431  147918  +     
AAS90080.1  BDV33DRAFT_191949  94.6      100       3.54e-270  738       149218  150554  +     
AAS90090.1  BDV33DRAFT_204399  88.3      100       2.91e-174  486       150727  151585  +     
AAS90079.1  BDV33DRAFT_191951  98.2      98.6      0          979       152475  156103  +     
AAS90077.1  BDV33DRAFT_191952  94.1      99.8      0          960       157151  158856  -     
AAS90076.1  BDV33DRAFT_231534  99.6      100       8.48e-186  514       159715  160615  -     
AAS90074.1  BDV33DRAFT_191955  98.7      100       1.33e-291  792       161430  162715  -     
AAS90075.1  BDV33DRAFT_231535  97.8      100       2.54e-236  646       163002  164005  -     
AAS90073.1  BDV33DRAFT_108471  98.6      100       2.76e-199  549       164750  166054  -     
AAS90072.1  BDV33DRAFT_108460  97.7      100       4.41e-301  820       166054  168139  -     
AAS90086.1  BDV33DRAFT_108441  99.1      100       9.67e-302  822       168162  170076  +     
AAS90071.1  BDV33DRAFT_108489  97.8      100       0          3190      177759  183130  +     
AAS90069.1  BDV33DRAFT_173721  98.3      100       0          1010      194883  197395  -     


GCA_009176455
=============
ML732851.1
----------
Cluster 34, score 30.9812:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start  End    Strand
AAS90089.1  BDV30DRAFT_229992  96.4      94.8      0          929       23627  26381  +     
AAS90083.1  BDV30DRAFT_217113  94        99.8      0          1170      26460  28879  -     
AAS90082.1  BDV30DRAFT_217114  95.9      100       0          1003      28992  30982  +     
AAS90088.1  BDV30DRAFT_217116  97.5      100       0          1261      31012  33248  -     
AAS90081.1  BDV30DRAFT_191066  98.5      100       0          1081      33558  35952  -     
AAS90087.1  BDV30DRAFT_217119  95.9      100       3.34e-298  811       36737  38570  +     
AAS90090.1  BDV30DRAFT_217123  91.1      100       3.12e-182  506       41182  42088  +     
AAS90078.1  BDV30DRAFT_230000  94.7      96.2      0          941       43082  46605  +     
AAS90079.1  BDV30DRAFT_230000  97        100       0          983       43082  46605  +     
AAS90076.1  BDV30DRAFT_217129  99.6      100       3.45e-185  512       50069  51166  -     
AAS90074.1  BDV30DRAFT_217130  98.7      100       2.9e-291   791       51630  53258  -     
AAS90073.1  BDV30DRAFT_230004  98.9      95.7      2.82e-185  525       53484  56237  -     
AAS90075.1  BDV30DRAFT_230004  97.7      97.1      1.1e-223   624       53484  56237  -     
AAS90072.1  BDV30DRAFT_191147  97.5      100       6.26e-301  820       56523  58572  -     
AAS90086.1  BDV30DRAFT_191160  98.4      100       1.26e-297  812       58624  60594  +     
AAS90085.1  BDV30DRAFT_217141  97.7      100       0          3777      61591  67588  -     
AAS90071.1  BDV30DRAFT_242635  98.1      100       0          3195      67946  73410  +     
AAS90070.1  BDV30DRAFT_217152  98.5      100       1.07e-190  528       74424  75762  -     
AAS90069.1  BDV30DRAFT_217157  98.2      100       0          1009      85136  87788  -     


GCA_009193445
=============
ML743663.1
----------
Cluster 35, score 5.7134:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start  End    Strand
AAS90069.1  BDV38DRAFT_22512   94.8      100       0          981       6032   8581   +     
AAS90085.1  BDV38DRAFT_22462   91.3      100       0          3522      25685  32265  +     
AAS90074.1  BDV38DRAFT_23199   95.4      100       6.51e-283  770       40726  42565  +     
AAS90080.1  BDV38DRAFT_23707   94        100       5.03e-270  737       53382  55189  -     
AAS90083.1  BDV38DRAFT_276014  88.8      99.8      0          1124      65585  67403  +     


GCA_009193505
=============
ML738353.1
----------
Cluster 36, score 23.3656:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start   End     Strand
AAS90084.1  BDV41DRAFT_566541  91        96.2      1.03e-163  475       116620  119373  +     
AAS90083.1  BDV41DRAFT_566542  93.8      99.8      0          1168      119640  121455  -     
AAS90088.1  BDV41DRAFT_389477  98.1      100       0          1265      123776  126456  -     
AAS90087.1  BDV41DRAFT_544984  95.2      100       9.16e-296  805       129246  131654  +     
AAS90080.1  BDV41DRAFT_544989  94.8      100       5.25e-272  742       132573  134165  +     
AAS90090.1  BDV41DRAFT_544994  89.4      100       5.28e-177  494       134160  135246  +     
AAS90079.1  BDV41DRAFT_566549  97.6      98.6      0          974       136038  139669  +     
AAS90077.1  BDV41DRAFT_566550  94.1      99.8      0          963       140715  142418  -     
AAS90076.1  BDV41DRAFT_590359  99.6      100       1.71e-185  513       143177  144178  -     
AAS90074.1  BDV41DRAFT_389937  98.5      100       5.42e-291  790       144660  146400  -     
AAS90073.1  BDV41DRAFT_566553  98.9      95.7      6.55e-184  522       146544  149302  -     
AAS90075.1  BDV41DRAFT_566553  98        97.1      2.71e-224  626       146544  149302  -     
AAS90072.1  BDV41DRAFT_390542  97.9      100       7.62e-302  822       149160  151653  -     
AAS90086.1  BDV41DRAFT_389754  99.5      100       1.67e-302  824       151682  154056  +     
AAS90071.1  BDV41DRAFT_545113  98        100       0          3195      160961  167112  +     


GCA_009193525
=============
ML741818.1
----------
Cluster 37, score 19.9725:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start   End     Strand
AAS90089.1  BDV39DRAFT_207883  94.5      99        0          961       87434   89027   +     
AAS90084.1  BDV39DRAFT_207884  92.9      100       3.11e-182  506       89305   90178   +     
AAS90083.1  BDV39DRAFT_118919  92.8      99.8      0          1162      90337   92372   -     
AAS90081.1  BDV39DRAFT_207888  96.2      100       0          1062      97507   99453   -     
AAS90080.1  BDV39DRAFT_217106  94.3      100       7.14e-270  737       103550  104888  +     
AAS90090.1  BDV39DRAFT_207891  86.5      100       3.25e-171  479       105062  105920  +     
AAS90079.1  BDV39DRAFT_217109  97.2      100       0          984       106809  111178  +     
AAS90077.1  BDV39DRAFT_217111  94.1      99.8      0          961       111480  113184  -     
AAS90076.1  BDV39DRAFT_180441  99.2      100       9.9e-185   511       113983  115094  -     
AAS90074.1  BDV39DRAFT_180442  92.1      100       1.49e-279  762       115704  117082  -     
AAS90072.1  BDV39DRAFT_118948  95.2      100       6.4e-294   802       120625  122429  -     
AAS90086.1  BDV39DRAFT_118960  96.2      100       2.7e-292   798       122501  124440  +     

Cluster 38, score 1.0922:
Query       Subject            Identity  Coverage  E-value  Bitscore  Start   End     Strand
AAS90069.1  BDV39DRAFT_195150  91.5      100       0        922       149608  151589  -     


GCA_009193545
=============
ML737129.1
----------
Cluster 39, score 31.9905:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start   End     Strand
AAS90071.1  BDV24DRAFT_128992  97.7      100       0          3197      74825   81063   -     
AAS90085.1  BDV24DRAFT_129000  97.9      100       0          3774      81230   87701   +     
AAS90086.1  BDV24DRAFT_31275   97.1      100       2.32e-293  801       88321   90297   -     
AAS90072.1  BDV24DRAFT_30999   97.3      100       2.55e-300  818       90321   92676   +     
AAS90073.1  BDV24DRAFT_149636  97        95.7      5.78e-180  512       92710   95467   +     
AAS90075.1  BDV24DRAFT_149636  96.4      97.1      1.48e-221  619       92710   95467   +     
AAS90074.1  BDV24DRAFT_149637  96.6      100       3.36e-285  776       95757   97042   +     
AAS90076.1  BDV24DRAFT_31100   99.6      100       1.71e-185  513       97705   98879   +     
AAS90077.1  BDV24DRAFT_149639  94.7      99.8      0          966       99623   101327  +     
AAS90078.1  BDV24DRAFT_149640  94.6      97        0          945       102374  106002  -     
AAS90079.1  BDV24DRAFT_149640  98.8      97.4      0          970       102374  106002  -     
AAS90090.1  BDV24DRAFT_129075  86.9      100       9.73e-173  483       106728  107825  -     
AAS90080.1  BDV24DRAFT_129078  95.1      99.7      3.7e-272   743       107874  109427  -     
AAS90087.1  BDV24DRAFT_161418  94.6      100       1.24e-295  805       110563  112036  -     
AAS90081.1  BDV24DRAFT_172774  96.4      100       0          1064      113352  115556  +     
AAS90088.1  BDV24DRAFT_32051   98.1      100       0          1259      115744  117955  +     
AAS90082.1  BDV24DRAFT_172776  97.4      100       0          1016      117955  120014  -     
AAS90083.1  BDV24DRAFT_31997   93.5      100       0          1172      120487  122514  +     
AAS90089.1  BDV24DRAFT_149648  96        95        0          929       122647  125398  -     


GCA_009193585
=============
ML737714.1
----------
Cluster 40, score 1.0463:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start  End    Strand
AAS90070.1  BDV27DRAFT_160071  87.1      100       7.84e-166  463       49762  50751  +     


GCA_009193645
=============
ML736810.1
----------
Cluster 41, score 5.3451:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start  End    Strand
AAS90083.1  BDV37DRAFT_296655  90        99.7      0          1125      56737  58552  -     
AAS90078.1  BDV37DRAFT_296669  93.9      96.2      0          933       73318  77169  +     
AAS90074.1  BDV37DRAFT_296673  95.9      100       2.27e-283  771       82429  83716  -     
AAS90075.1  BDV37DRAFT_196539  93.9      100       9.87e-227  622       83781  85196  -     

Cluster 42, score 1.0981:
Query       Subject            Identity  Coverage  E-value  Bitscore  Start   End     Strand
AAS90069.1  BDV37DRAFT_196655  94.6      100       0        981       116013  118479  -     


GCA_009193665
=============
ML735693.1
----------
Cluster 43, score 6.7862:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start  End    Strand
AAS90089.1  BDV36DRAFT_291067  92.5      99        0          944       4483   6076   +     
AAS90083.1  BDV36DRAFT_310271  89.5      98.8      0          1114      6794   9316   -     
AAS90077.1  BDV36DRAFT_310275  92.9      99.8      0          946       27986  29746  -     
AAS90074.1  BDV36DRAFT_279726  95.9      100       1.95e-284  774       32633  33917  -     
AAS90085.1  BDV36DRAFT_209986  92.6      100       0          3570      42816  49371  -     
AAS90070.1  BDV36DRAFT_291090  94.8      100       8.42e-186  514       55715  56713  -     


GCA_014117465
=============
CP059868.1
----------
Cluster 44, score 36.1793:
Query       Subject       Identity  Coverage  E-value    Bitscore  Start    End      Strand
AAS90089.1  G4B84_005787  99.8      100       0          1021      4940633  4942234  +     
AAS90084.1  G4B84_005788  100       100       2.53e-197  544       4942516  4943389  +     
AAS90083.1  G4B84_005789  96.7      100       0          1204      4943655  4945467  -     
AAS90082.1  G4B84_005790  99.8      100       0          1045      4946013  4947662  +     
AAS90088.1  G4B84_005791  100       100       0          1286      4948203  4950190  -     
AAS90081.1  G4B84_005792  100       100       0          1099      4950704  4952655  -     
AAS90087.1  G4B84_005793  97.6      100       3.12e-303  824       4953901  4955388  +     
AAS90080.1  G4B84_005794  94.6      100       1.5e-271   741       4956668  4958002  +     
AAS90090.1  G4B84_005795  89.7      100       5.76e-178  496       4958175  4959024  +     
AAS90078.1  G4B84_005797  99.1      94.7      0          961       4960041  4963557  +     
AAS90079.1  G4B84_005797  97.8      98.4      0          976       4960041  4963557  +     
AAS90077.1  G4B84_005799  97.4      100       0          991       4964611  4966315  -     
AAS90074.1  G4B84_005801  99.7      96.4      1.05e-273  769       4967173  4971978  -     
AAS90073.1  G4B84_005802  100       95.7      9.26e-191  529       4972246  4973221  -     
AAS90072.1  G4B84_005803  97        100       1.26e-296  808       4973788  4975240  -     
AAS90086.1  G4B84_005804  99.8      100       1.43e-303  827       4975978  4977313  +     
AAS90085.1  G4B84_005805  98.8      100       0          3820      4978582  4984429  -     
AAS90071.1  G4B84_005806  99.9      100       0          3255      4984804  4990263  +     
AAS90070.1  G4B84_005807  99.6      100       9.96e-194  535       4991573  4992563  -     
AAS90069.1  G4B84_005810  99.1      100       0          1023      5002534  5007171  -     


GCA_014117485
=============
CP059860.1
----------
Cluster 45, score 36.1857:
Query       Subject       Identity  Coverage  E-value    Bitscore  Start    End      Strand
AAS90089.1  G4B11_005846  98.8      100       0          1012      4920134  4921735  +     
AAS90084.1  G4B11_005847  98.9      100       6.95e-195  538       4922017  4922890  +     
AAS90083.1  G4B11_005848  96.6      100       0          1204      4923156  4924968  -     
AAS90082.1  G4B11_005849  99.6      100       0          1040      4925514  4927163  +     
AAS90088.1  G4B11_005850  98.1      100       0          1267      4927732  4929719  -     
AAS90081.1  G4B11_005851  99.6      100       0          1092      4930233  4932184  -     
AAS90087.1  G4B11_005852  98.1      100       2.67e-304  827       4933433  4934920  +     
AAS90080.1  G4B11_005853  99        100       2.76e-283  771       4936176  4937511  +     
AAS90090.1  G4B11_005854  100       100       5.34e-199  549       4937691  4938540  +     
AAS90078.1  G4B11_005856  99.6      96.2      0          980       4939575  4943091  +     
AAS90079.1  G4B11_005856  99.8      100       0          1007      4939575  4943091  +     
AAS90077.1  G4B11_005858  96.1      100       0          974       4944145  4945854  -     
AAS90074.1  G4B11_005860  100       97.4      1.75e-278  781       4946713  4951517  -     
AAS90073.1  G4B11_005861  99.6      95.7      1.32e-190  528       4951785  4952760  -     
AAS90072.1  G4B11_005862  96.8      100       7.29e-296  806       4953323  4954776  -     
AAS90086.1  G4B11_005863  100       100       3.52e-304  828       4955515  4956850  +     
AAS90085.1  G4B11_005864  98.8      100       0          3820      4958119  4963966  -     
AAS90071.1  G4B11_005865  99.9      100       0          3255      4964341  4969800  +     
AAS90070.1  G4B11_005866  99.6      100       9.96e-194  535       4971107  4972097  -     
AAS90069.1  G4B11_005869  99.1      100       0          1023      4982068  4986705  -     
